benchmark_return,cash_fraction,cost,date,drawdown,gross_nav,gross_return,net_nav,net_return,turnover,weights
0.0,0.0,0.0014977533699450825,2025-02-03,-0.0014977533699450651,1.0,0.0,0.9985022466300549,-0.0014977533699450651,0.9985022466300549,"{""SYNTHETIC-00"": 0.08333333333333333, ""SYNTHETIC-01"": 0.08333333333333333, ""SYNTHETIC-02"": 0.08333333333333333, ""SYNTHETIC-03"": 0.08333333333333333, ""SYNTHETIC-04"": 0.08333333333333333, ""SYNTHETIC-05"": 0.08333333333333333, ""SYNTHETIC-06"": 0.08333333333333333, ""SYNTHETIC-07"": 0.08333333333333333, ""SYNTHETIC-08"": 0.08333333333333333, ""SYNTHETIC-09"": 0.08333333333333333, ""SYNTHETIC-10"": 0.08333333333333333, ""SYNTHETIC-11"": 0.08333333333333333}"
0.0017898777231142304,0.0,0.0,2025-02-04,-0.001352887423337612,1.0001450832455272,0.00014508324552719998,0.9986471125766624,0.00014508324552742202,0.0,"{""SYNTHETIC-00"": 0.08343693981897184, ""SYNTHETIC-01"": 0.08329738120156181, ""SYNTHETIC-02"": 0.0831925790243292, ""SYNTHETIC-03"": 0.08321981795459071, ""SYNTHETIC-04"": 0.083355286332964, ""SYNTHETIC-05"": 0.08347574130438111, ""SYNTHETIC-06"": 0.0834713767602804, ""SYNTHETIC-07"": 0.08334736798681995, ""SYNTHETIC-08"": 0.08321906955696597, ""SYNTHETIC-09"": 0.08320541082021708, ""SYNTHETIC-10"": 0.08332005763765066, ""SYNTHETIC-11"": 0.08345897160126728}"
0.001724273367221807,0.0,0.0,2025-02-05,-0.0012057687437416753,1.0002924226031427,0.0001473179842441663,0.9987942312562583,0.00014731798424394427,0.0,"{""SYNTHETIC-00"": 0.08352996621156247, ""SYNTHETIC-01"": 0.08324810686433924, ""SYNTHETIC-02"": 0.08304816024947585, ""SYNTHETIC-03"": 0.0831153819454733, ""SYNTHETIC-04"": 0.08339066653171691, ""SYNTHETIC-05"": 0.08362378641488054, ""SYNTHETIC-06"": 0.08360184698743157, ""SYNTHETIC-07"": 0.0833474519947547, ""SYNTHETIC-08"": 0.08309751417208316, ""SYNTHETIC-09"": 0.08308337498911027, ""SYNTHETIC-10"": 0.08332024588424652, ""SYNTHETIC-11"": 0.08359349775492547}"
0.0016398618087185568,0.0,0.0,2025-02-06,-0.0010556764199225466,1.0004427400654474,0.00015027351893115437,0.9989443235800775,0.00015027351893137642,0.0,"{""SYNTHETIC-00"": 0.08361154993455762, ""SYNTHETIC-01"": 0.08318589254995416, ""SYNTHETIC-02"": 0.08290124987720907, ""SYNTHETIC-03"": 0.083020825162888, ""SYNTHETIC-04"": 0.08343918250880299, ""SYNTHETIC-05"": 0.08377626504169035, ""SYNTHETIC-06"": 0.08372363171204777, ""SYNTHETIC-07"": 0.0833335983470603, ""SYNTHETIC-08"": 0.0829697260271676, ""SYNTHETIC-09"": 0.082968240562431, ""SYNTHETIC-10"": 0.08333394204378469, ""SYNTHETIC-11"": 0.08373589623240647}"
0.0015376886985558613,0.0,0.0,2025-02-07,-0.0009019140405438497,1.0005967330883951,0.00015392487423881995,0.9990980859594562,0.00015392487423881995,0.0,"{""SYNTHETIC-00"": 0.08368092338843121, ""SYNTHETIC-01"": 0.08311123322261474, ""SYNTHETIC-02"": 0.08275303452478935, ""SYNTHETIC-03"": 0.082936866806798, ""SYNTHETIC-04"": 0.08350043851982236, ""SYNTHETIC-05"": 0.08393193136929687, ""SYNTHETIC-06"": 0.08383568809071074, ""SYNTHETIC-07"": 0.08330594280867495, ""SYNTHETIC-08"": 0.08283681107916857, ""SYNTHETIC-09"": 0.08286096320869824, ""SYNTHETIC-10"": 0.08336108447324721, ""SYNTHETIC-11"": 0.08388508250774776}"
0.0014190193585126298,0.0,0.0,2025-02-10,-0.0007438087019165929,1.0007550755850305,0.00015824806477904296,0.9992561912980834,0.00015824806477882092,0.0,"{""SYNTHETIC-00"": 0.08373742414151393, ""SYNTHETIC-01"": 0.08302472923240871, ""SYNTHETIC-02"": 0.08260470486002577, ""SYNTHETIC-03"": 0.08286413976121976, ""SYNTHETIC-04"": 0.08357393872982771, ""SYNTHETIC-05"": 0.08408950568771616, ""SYNTHETIC-06"": 0.08393705334235455, ""SYNTHETIC-07"": 0.08326474059942066, ""SYNTHETIC-08"": 0.08269991369316666, ""SYNTHETIC-09"": 0.08276243086956668, ""SYNTHETIC-10"": 0.08340150671349805, ""SYNTHETIC-11"": 0.08403991236928138}"
0.0012853229187836934,0.0,0.0,2025-02-11,-0.000580719587645051,1.0009184093329733,0.00016321051167023093,0.999419280412355,0.00016321051167045297,0.0,"{""SYNTHETIC-00"": 0.08378049922685452, ""SYNTHETIC-01"": 0.08292708300958605, ""SYNTHETIC-02"": 0.08245744668553306, ""SYNTHETIC-03"": 0.08280318670904908, ""SYNTHETIC-04"": 0.08365909010562783, ""SYNTHETIC-05"": 0.08424768494262223, ""SYNTHETIC-06"": 0.08402685216778683, ""SYNTHETIC-07"": 0.08321036560168991, ""SYNTHETIC-08"": 0.0825602053899605, ""SYNTHETIC-09"": 0.08267345911124764, ""SYNTHETIC-10"": 0.08345493820656957, ""SYNTHETIC-11"": 0.08419918884347272}"
0.0011382539243056655,0.0,0.0,2025-02-12,-0.0004120432824166187,1.0010873386526595,0.0001687743157794408,0.9995879567175834,0.0001687743157794408,0.0,"{""SYNTHETIC-00"": 0.08380971309158355, ""SYNTHETIC-01"": 0.08281909075742312, ""SYNTHETIC-02"": 0.08231243003264146, ""SYNTHETIC-03"": 0.08275445695539324, ""SYNTHETIC-04"": 0.0837552053621391, ""SYNTHETIC-05"": 0.08440515417383207, ""SYNTHETIC-06"": 0.0841043073461729, ""SYNTHETIC-07"": 0.0831433047990105, ""SYNTHETIC-08"": 0.08241887521300865, ""SYNTHETIC-09"": 0.08259478412675252, ""SYNTHETIC-10"": 0.08352100631567536, ""SYNTHETIC-11"": 0.08436167182636749}"
0.000979631650231072,0.0,0.0,2025-02-13,-0.0002372207364413903,1.0012624234324539,0.000174894610124543,0.9997627792635586,0.000174894610124543,0.0,"{""SYNTHETIC-00"": 0.08382474937760374, ""SYNTHETIC-01"": 0.08270163390207168, ""SYNTHETIC-02"": 0.08217080077322599, ""SYNTHETIC-03"": 0.08271830307062868, ""SYNTHETIC-04"": 0.08386150883665962, ""SYNTHETIC-05"": 0.08456059581186172, ""SYNTHETIC-06"": 0.08416874727381685, ""SYNTHETIC-07"": 0.08306415507316951, ""SYNTHETIC-08"": 0.08227711974275169, ""SYNTHETIC-09"": 0.08252705910882546, ""SYNTHETIC-10"": 0.08359923894687704, ""SYNTHETIC-11"": 0.08452608808250808}"
0.0008114173953976955,0.0,0.0,2025-02-14,-5.574189735646495e-05,1.0014441744897975,0.00018152189984377287,0.9999442581026435,0.00018152189984377287,0.0,"{""SYNTHETIC-00"": 0.08382541720896156, ""SYNTHETIC-01"": 0.08257567322715892, ""SYNTHETIC-02"": 0.08203366998501724, ""SYNTHETIC-03"": 0.08269497832851651, ""SYNTHETIC-04"": 0.08397714126566921, ""SYNTHETIC-05"": 0.08471270308765555, ""SYNTHETIC-06"": 0.08421961143570444, ""SYNTHETIC-07"": 0.08297361680024178, ""SYNTHETIC-08"": 0.08213613219427356, ""SYNTHETIC-09"": 0.08247084905272925, ""SYNTHETIC-10"": 0.08368906677440227, ""SYNTHETIC-11"": 0.08469114063966975}"
