benchmark_return,cash_fraction,cost,date,drawdown,gross_nav,gross_return,net_nav,net_return,turnover,weights
0.0,0.0,0.0014977533699450825,2025-02-03,-0.0014977533699450651,1.0,0.0,0.9985022466300549,-0.0014977533699450651,0.9985022466300549,"{""SYNTHETIC-02"": 0.3333333333333333, ""SYNTHETIC-08"": 0.3333333333333333, ""SYNTHETIC-09"": 0.3333333333333333}"
0.0017898777231142304,0.0,0.0,2025-02-04,-0.0028825775152102606,0.9986130986185169,-0.0013869013814831188,0.9971174224847897,-0.0013869013814831188,0.0,"{""SYNTHETIC-02"": 0.3332808231288105, ""SYNTHETIC-08"": 0.3333869478171643, ""SYNTHETIC-09"": 0.33333222905402515}"
0.001724273367221807,0.0,0.0,2025-02-05,-0.004285852748570185,0.9972077184723069,-0.0014073319768729275,0.9957141472514298,-0.0014073319768729275,0.0,"{""SYNTHETIC-02"": 0.33322022631732845, ""SYNTHETIC-08"": 0.33341825268192765, ""SYNTHETIC-09"": 0.3333615210007439}"
0.0016398618087185568,0.0,0.0,2025-02-06,-0.005693908905473499,0.9957975502311682,-0.001414116853506786,0.9943060910945265,-0.001414116853506675,0.0,"{""SYNTHETIC-02"": 0.3331518683200289, ""SYNTHETIC-08"": 0.33342705062823097, ""SYNTHETIC-09"": 0.33342108105174023}"
0.0015376886985558613,0.0,0.0,2025-02-07,-0.007093089840785827,0.9943962705244529,-0.0014071933661515823,0.9929069101592142,-0.0014071933661515823,0.0,"{""SYNTHETIC-02"": 0.3330761325361155, ""SYNTHETIC-08"": 0.3334133282763088, ""SYNTHETIC-09"": 0.33351053918757567}"
0.0014190193585126298,0.0,0.0,2025-02-10,-0.008469860029041265,0.9930174351809151,-0.0013866055056809268,0.9915301399709587,-0.0013866055056809268,0.0,"{""SYNTHETIC-02"": 0.33299345903554384, ""SYNTHETIC-08"": 0.33337726185563804, ""SYNTHETIC-09"": 0.3336292791088181}"
0.0012853229187836934,0.0,0.0,2025-02-11,-0.009810911572841974,0.9916743720597987,-0.0013525070895373803,0.990189088427158,-0.0013525070895373803,0.0,"{""SYNTHETIC-02"": 0.33290434319771006, ""SYNTHETIC-08"": 0.3333192095364136, ""SYNTHETIC-09"": 0.33377644726587635}"
0.0011382539243056655,0.0,0.0,2025-02-12,-0.011103278725158594,0.9903800663567536,-0.0013051720801826594,0.9888967212748414,-0.0013051720801826594,0.0,"{""SYNTHETIC-02"": 0.33280932974564764, ""SYNTHETIC-08"": 0.33323971370003475, ""SYNTHETIC-09"": 0.33395095655431767}"
0.000979631650231072,0.0,0.0,2025-02-13,-0.01233443184698424,0.9891470665052451,-0.0012449764422705067,0.9876655681530158,-0.0012449764422703957,0.0,"{""SYNTHETIC-02"": 0.3327090092205185, ""SYNTHETIC-08"": 0.3331394939995322, ""SYNTHETIC-09"": 0.3341514967799493}"
0.0008114173953976955,0.0,0.0,2025-02-14,-0.01349238794337948,0.9879873734747052,-0.0011724171964004881,0.9865076120566205,-0.0011724171964004881,0.0,"{""SYNTHETIC-02"": 0.33260401144435203, ""SYNTHETIC-08"": 0.33301944259385846, ""SYNTHETIC-09"": 0.3343765459617895}"
